1644310169155,0002,0000,0,0,4117,378
1644310169366,0000,0000,-1,0,4117,378
1644310169368,0000,0000,0,1,4117,378
1644310169370,0000,0000,-1,0,4116,378
1644310169372,0000,0000,-1,0,4116,378
1644310169373,0000,0000,-1,1,4115,378
1644310169374,0000,0000,-1,0,4115,378
1644310169375,0000,0000,-1,0,4114,378
1644310169376,0000,0000,-1,0,4113,378
1644310169377,0000,0000,0,1,4113,379
1644310169378,0000,0000,-2,0,4112,379
1644310169379,0000,0000,-1,1,4112,379
1644310169380,0000,0000,-1,0,4111,379
1644310169381,0000,0000,-2,0,4110,379
1644310169382,0000,0000,-1,1,4109,380
1644310169383,0000,0000,-2,0,4108,380
1644310169388,0000,0000,-1,1,4104,382
1644310169388,0000,0000,-1,0,4104,382
1644310169389,0000,0000,-2,1,4102,382
1644310169389,0000,0000,-2,0,4102,382
1644310169389,0000,0000,-1,1,4102,382
1644310169389,0000,0000,-3,0,4102,382
1644310169390,0000,0000,-1,1,4101,382
1644310169391,0000,0000,-2,1,4100,383
1644310169392,0000,0000,-2,0,4099,383
1644310169393,0000,0000,-2,1,4097,384
1644310169394,0000,0000,-2,0,4096,384
1644310169395,0000,0000,-2,1,4095,384
1644310169396,0000,0000,-2,1,4093,385
1644310169397,0000,0000,-2,0,4092,385
1644310169398,0000,0000,-2,1,4091,386
1644310169399,0000,0000,-3,0,4089,386
1644310169400,0000,0000,-2,1,4087,386
1644310169401,0000,0000,-2,1,4086,387
1644310169402,0000,0000,-3,0,4084,387
1644310169403,0000,0000,-2,1,4082,388
1644310169404,0000,0000,-2,1,4081,388
1644310169405,0000,0000,-2,1,4080,389
1644310169406,0000,0000,-3,0,4078,389
1644310169407,0000,0000,-2,1,4076,390
1644310169408,0000,0000,-3,1,4074,390
1644310169409,0000,0000,-2,1,4073,391
1644310169410,0000,0000,-2,0,4071,391
1644310169411,0000,0000,-3,1,4069,392
1644310169412,0000,0000,-3,1,4067,393
1644310169413,0000,0000,-2,0,4066,393
1644310169414,0000,0000,-2,1,4064,393
1644310169415,0000,0000,-3,1,4062,394
1644310169416,0000,0000,-2,0,4061,394
1644310169417,0000,0000,-3,1,4059,395
1644310169418,0000,0000,-2,1,4057,395
1644310169419,0000,0000,-2,0,4056,395
1644310169420,0000,0000,-3,1,4054,396
1644310169421,0000,0000,-3,1,4052,397
1644310169422,0000,0000,-3,1,4049,398
1644310169423,0000,0000,-2,1,4048,398
1644310169424,0000,0000,-3,0,4046,398
1644310169425,0000,0000,-3,1,4044,399
1644310169426,0000,0000,-3,1,4042,400
1644310169427,0000,0000,-2,1,4040,400
1644310169428,0000,0000,-3,1,4038,401
1644310169429,0000,0000,-3,1,4036,402
1644310169430,0000,0000,-4,0,4033,402
1644310169431,0000,0000,-3,1,4031,403
1644310169432,0000,0000,-3,1,4028,403
1644310169433,0000,0000,-3,1,4026,404
1644310169434,0000,0000,-4,1,4023,405
1644310169435,0000,0000,-4,1,4020,406
1644310169436,0000,0000,-4,0,4017,406
1644310169437,0000,0000,-4,1,4014,406
1644310169438,0000,0000,-3,1,4012,407
1644310169439,0000,0000,-5,1,4008,408
1644310169440,0000,0000,-3,1,4005,409
1644310169441,0000,0000,-4,1,4002,409
1644310169442,0000,0000,-5,0,3998,409
1644310169443,0000,0000,-4,1,3995,410
1644310169444,0000,0000,-4,1,3992,411
1644310169445,0000,0000,-4,1,3989,412
1644310169446,0000,0000,-4,1,3986,413
1644310169447,0000,0000,-4,0,3983,413
1644310169448,0000,0000,-4,1,3980,413
1644310169449,0000,0000,-4,1,3977,414
1644310169450,0000,0000,-4,1,3974,415
1644310169451,0000,0000,-4,1,3971,416
1644310169452,0000,0000,-5,1,3966,417
1644310169453,0000,0000,-4,1,3963,417
1644310169454,0000,0000,-4,1,3960,418
1644310169455,0000,0000,-5,1,3956,419
1644310169456,0000,0000,-5,1,3951,420
1644310169457,0000,0000,-4,1,3948,421
1644310169458,0000,0000,-5,1,3944,421
1644310169459,0000,0000,-4,1,3941,422
1644310169460,0000,0000,-5,1,3937,423
1644310169461,0000,0000,-4,0,3934,423
1644310169462,0000,0000,-5,1,3929,424
1644310169463,0000,0000,-5,1,3925,425
1644310169464,0000,0000,-4,1,3922,426
1644310169465,0000,0000,-5,1,3918,426
1644310169466,0000,0000,-4,1,3915,427
1644310169467,0000,0000,-5,1,3910,428
1644310169468,0000,0000,-5,1,3906,429
1644310169469,0000,0000,-4,1,3903,430
1644310169470,0000,0000,-5,1,3898,431
1644310169471,0000,0000,-4,1,3895,431
1644310169472,0000,0000,-4,0,3892,431
1644310169473,0000,0000,-5,1,3888,432
1644310169474,0000,0000,-4,1,3885,433
1644310169475,0000,0000,-4,1,3882,434
1644310169476,0000,0000,-5,1,3878,435
1644310169477,0000,0000,-4,1,3875,435
1644310169478,0000,0000,-5,0,3871,435
1644310169479,0000,0000,-4,1,3867,436
1644310169480,0000,0000,-4,1,3864,437
1644310169481,0000,0000,-5,1,3860,438
1644310169482,0000,0000,-4,1,3857,439
1644310169483,0000,0000,-4,0,3854,439
1644310169484,0000,0000,-4,1,3851,439
1644310169485,0000,0000,-5,1,3847,440
1644310169486,0000,0000,-4,1,3843,441
1644310169487,0000,0000,-4,1,3840,442
1644310169488,0000,0000,-4,0,3837,442
1644310169489,0000,0000,-4,0,3834,442
1644310169490,0000,0000,-5,1,3830,443
1644310169491,0000,0000,-4,1,3827,443
1644310169492,0000,0000,-4,0,3824,443
1644310169493,0000,0000,-5,1,3820,444
1644310169494,0000,0000,-4,0,3817,444
1644310169495,0000,0000,-4,1,3814,445
1644310169496,0000,0000,-4,0,3811,445
1644310169497,0000,0000,-4,1,3808,446
1644310169498,0000,0000,-4,0,3805,446
1644310169499,0000,0000,-4,1,3802,446
1644310169500,0000,0000,-4,0,3799,446
1644310169501,0000,0000,-4,1,3796,447
1644310169502,0000,0000,-3,0,3794,447
1644310169503,0000,0000,-4,1,3791,448
1644310169504,0000,0000,-4,0,3788,448
1644310169505,0000,0000,-4,1,3785,449
1644310169506,0000,0000,-3,0,3782,449
1644310169507,0000,0000,-4,1,3779,449
1644310169508,0000,0000,-4,0,3776,449
1644310169509,0000,0000,-3,1,3774,450
1644310169510,0000,0000,-4,0,3771,450
1644310169511,0000,0000,-3,0,3769,450
1644310169512,0000,0000,-3,0,3767,450
1644310169513,0000,0000,-4,1,3764,451
1644310169514,0000,0000,-4,0,3761,451
1644310169515,0000,0000,-3,1,3759,452
1644310169516,0000,0000,-4,0,3756,452
1644310169517,0000,0000,-3,0,3754,452
1644310169518,0000,0000,-3,0,3751,452
1644310169519,0000,0000,-4,0,3748,452
1644310169520,0000,0000,-3,1,3746,452
1644310169521,0000,0000,-3,0,3744,452
1644310169522,0000,0000,-3,1,3742,453
1644310169523,0000,0000,-3,0,3740,453
1644310169524,0000,0000,-3,0,3738,453
1644310169525,0000,0000,-4,0,3735,453
1644310169526,0000,0000,-3,0,3732,453
1644310169527,0000,0000,-3,1,3730,454
1644310169528,0000,0000,-3,0,3728,454
1644310169529,0000,0000,-3,0,3726,454
1644310169530,0000,0000,-3,0,3724,454
1644310169531,0000,0000,-4,0,3721,454
1644310169532,0000,0000,-2,1,3720,455
1644310169533,0000,0000,-3,0,3717,455
1644310169534,0000,0000,-4,0,3714,455
1644310169535,0000,0000,-3,1,3712,455
1644310169536,0000,0000,-3,0,3710,455
1644310169537,0000,0000,-3,0,3708,455
1644310169538,0000,0000,-3,0,3706,455
1644310169539,0000,0000,-3,1,3704,456
1644310169540,0000,0000,-3,0,3701,456
1644310169541,0000,0000,-4,1,3698,457
1644310169542,0000,0000,-3,0,3696,457
1644310169543,0000,0000,-3,0,3694,457
1644310169544,0000,0000,-3,1,3692,458
1644310169545,0000,0000,-3,0,3690,458
1644310169546,0000,0000,-3,1,3688,458
1644310169547,0000,0000,-4,0,3685,458
1644310169548,0000,0000,-3,0,3682,458
1644310169549,0000,0000,-3,0,3680,458
1644310169550,0000,0000,-3,1,3678,459
1644310169551,0000,0000,-3,0,3676,459
1644310169552,0000,0000,-4,0,3673,459
1644310169553,0000,0000,-3,1,3671,460
1644310169554,0000,0000,-3,0,3669,460
1644310169555,0000,0000,-3,1,3666,460
1644310169556,0000,0000,-3,0,3664,460
1644310169557,0000,0000,-4,1,3661,461
1644310169558,0000,0000,-3,0,3659,461
1644310169559,0000,0000,-4,0,3656,461
1644310169560,0000,0000,-3,1,3654,462
1644310169561,0000,0000,-3,0,3652,462
1644310169562,0000,0000,-3,1,3650,463
1644310169563,0000,0000,-4,0,3647,463
1644310169564,0000,0000,-3,0,3644,463
1644310169565,0000,0000,-4,1,3641,463
1644310169566,0000,0000,-3,1,3639,464
1644310169567,0000,0000,-4,0,3636,464
1644310169568,0000,0000,-4,0,3633,464
1644310169569,0000,0000,-3,1,3631,465
1644310169570,0000,0000,-3,0,3629,465
1644310169571,0000,0000,-4,0,3626,465
1644310169572,0000,0000,-3,1,3624,466
1644310169573,0000,0000,-3,0,3622,466
1644310169574,0000,0000,-4,1,3619,466
1644310169575,0000,0000,-3,0,3616,466
1644310169576,0000,0000,-4,1,3613,467
1644310169577,0000,0000,-3,1,3611,468
1644310169578,0000,0000,-4,0,3608,468
1644310169579,0000,0000,-3,1,3606,469
1644310169580,0000,0000,-4,0,3603,469
1644310169581,0000,0000,-3,1,3601,469
1644310169582,0000,0000,-4,0,3598,469
1644310169583,0000,0000,-4,1,3595,470
1644310169584,0000,0000,-3,0,3593,470
1644310169585,0000,0000,-4,1,3589,471
1644310169586,0000,0000,-3,1,3587,472
1644310169587,0000,0000,-4,0,3584,472
1644310169588,0000,0000,-4,1,3581,472
1644310169589,0000,0000,-3,0,3579,472
1644310169590,0000,0000,-4,1,3576,473
1644310169591,0000,0000,-3,1,3574,474
1644310169592,0000,0000,-4,0,3571,474
1644310169593,0000,0000,-3,1,3569,475
1644310169594,0000,0000,-4,1,3566,475
1644310169595,0000,0000,-4,0,3563,475
1644310169596,0000,0000,-3,1,3560,476
1644310169597,0000,0000,-4,0,3557,476
1644310169598,0000,0000,-4,1,3554,477
1644310169599,0000,0000,-3,0,3552,477
1644310169600,0000,0000,-4,1,3549,478
1644310169601,0000,0000,-4,1,3546,478
1644310169602,0000,0000,-4,0,3543,478
1644310169603,0000,0000,-3,1,3541,479
1644310169604,0000,0000,-4,1,3538,480
1644310169605,0000,0000,-4,1,3535,481
1644310169606,0000,0000,-3,0,3533,481
1644310169607,0000,0000,-4,1,3530,482
1644310169608,0000,0000,-4,1,3526,482
1644310169609,0000,0000,-4,0,3523,482
1644310169610,0000,0000,-4,1,3520,483
1644310169611,0000,0000,-4,1,3517,484
1644310169612,0000,0000,-4,1,3514,485
1644310169613,0000,0000,-4,0,3511,485
1644310169614,0000,0000,-3,1,3509,485
1644310169615,0000,0000,-4,1,3506,486
1644310169616,0000,0000,-4,1,3503,487
1644310169617,0000,0000,-4,0,3500,487
1644310169618,0000,0000,-4,1,3497,488
1644310169619,0000,0000,-4,1,3494,488
1644310169620,0000,0000,-4,1,3491,489
1644310169621,0000,0000,-3,0,3488,489
1644310169622,0000,0000,-4,1,3485,490
1644310169623,0000,0000,-3,0,3483,490
1644310169624,0000,0000,-4,1,3480,491
1644310169625,0000,0000,-4,1,3477,491
1644310169626,0000,0000,-4,1,3474,492
1644310169627,0000,0000,-3,0,3472,492
1644310169628,0000,0000,-4,1,3469,493
1644310169629,0000,0000,-4,1,3466,494
1644310169630,0000,0000,-4,0,3463,494
1644310169631,0000,0000,-4,1,3460,495
1644310169632,0000,0000,-3,1,3457,495
1644310169633,0000,0000,-4,0,3455,495
1644310169634,0000,0000,-4,1,3451,496
1644310169635,0000,0000,-4,1,3448,497
1644310169636,0000,0000,-3,0,3446,497
1644310169637,0000,0000,-4,1,3443,498
1644310169638,0000,0000,-4,1,3440,498
1644310169639,0000,0000,-3,1,3440,498
1644310169640,0000,0000,-4,0,2747,399
1644310169641,0000,0000,-4,1,2744,400
1644310169642,0000,0000,-3,0,2742,400
1644310169643,0000,0000,-4,1,2739,401
1644310169644,0000,0000,-4,1,2736,402
1644310169645,0000,0000,-4,0,2733,402
1644310169646,0000,0000,-4,0,2730,402
1644310169647,0000,0000,-4,1,2727,402
1644310169648,0000,0000,-3,0,2725,402
1644310169649,0000,0000,-5,1,2721,403
1644310169650,0000,0000,-3,1,2718,404
1644310169651,0000,0000,-4,0,2715,404
